Tid,Gid,Same_identity
100284857,116075801196498672429,yes
100422314,103077130332827880851,yes
100527195,105616077193244698739,yes
100609477,104943457973655616100,yes
100660891,107381678451923103974,yes
100679424,106698209563527723647,yes
100841269,100004293394044535201,yes
100945422,103280308715226250900,yes
100950533,104113973604722676981,yes
1009897514,102607141539550628171,yes
101221882,109509312293327439291,yes
101264488,105430282335808019269,yes
10142,104113973604722676981,no
10142,110597405361098513186,yes
1014882470,105430282335808019269,no
1014882470,113888496835039967847,yes
1016751182,118187202679663374654,yes
101830810,113683521574976577815,yes
1019281,117803442319829911430,yes
101948369,107915506696790487476,yes
1020344352,111417548179513805640,yes
1021981,108458561590769168307,yes
1022431226,108342811199370418537,yes
102294002,105430282335808019269,no
102294002,115914383248787536533,yes
10252232,103412404636673610909,yes
10252232,105430282335808019269,no
102651938,109509312293327439291,no
102694047,101835705072581690315,yes
1027550701,114400108952120733706,yes
1027591404,105430282335808019269,no
1027591404,106250819175213752046,yes
1028213802,100400789225959763414,yes
1032870493,112361095729733705950,yes
103609042,104215559741015088028,yes
103609042,105430282335808019269,no
103658509,112210454315294151012,yes
103906119,105430282335808019269,no
104213081,111079390840277790518,yes
104249364,114936820548893445422,yes
104293881,101691246544270926026,yes
104293881,109509312293327439291,no
1044112255,115186951323614254829,yes
1044291374,104113973604722676981,no
1044291374,105430282335808019269,no
1044291374,109868289726309954328,yes
104476371,110569430210012808886,yes
10462172,109509312293327439291,no
10462172,112327695613369370626,yes
1047720494,103460289901637596653,yes
104888477,104784034859123632114,yes
10504802,111306174615591926116,yes
105319446,105430282335808019269,no
105319446,107142967069982303725,yes
105389839,103137611862652328570,yes
1055711383,109509312293327439291,no
1055711383,113845744677770126857,yes
105631994,110212252286310850605,yes
105749978,107933766895199131402,yes
1064031,104426857688233053711,yes
1064031,105430282335808019269,no
10648302,105430282335808019269,no
10648302,106088126809432883560,yes
10648302,109509312293327439291,no
106576866,105430282335808019269,no
106576866,110455961537402110277,yes
106704790,105430282335808019269,no
106704790,109509312293327439291,no
106704790,110754790823044582762,yes
1067243238,105430282335808019269,no
1067243238,105546682859678446361,yes
1068684390,105430282335808019269,no
1068684390,108465448033224453857,yes
1068684390,109509312293327439291,no
1069577790,105430282335808019269,no
1069577790,109124859909038561152,yes
107095610,108445328600686133945,yes
1070991074,105430282335808019269,no
1070991074,108112017920993358784,yes
107126704,117083214765022600866,yes
1071657313,108728129301396739783,yes
107173242,113728431662858775606,yes
10727262,100960833551425467414,yes
10727262,109868289726309954328,no
1074268896,113025084899092117773,yes
107455803,103137611862652328570,no
107455803,105430282335808019269,no
107455803,108112017920993358784,no
107455803,116055841842373983111,yes
107835559,105430282335808019269,no
107835559,114880710441686431418,yes
108687568,105430282335808019269,no
108687568,113728431662858775606,yes
1087174824,105430282335808019269,no
1087174824,106945145782595448252,yes
108789172,100278271148007975314,yes
108789172,105430282335808019269,no
108801165,104740001479995466225,yes
1088560118,105430282335808019269,no
1088560118,108390264744335564644,yes
108864042,100358611776641441742,yes
10946992,110452938552512166306,yes
109517715,105430282335808019269,no
109517715,111777246978973164409,yes
109527577,117116244869879417833,yes
1096087507,101203569672825912828,yes
1101603548,115005162239968707813,yes
110243648,105430282335808019269,no
110243648,114819406167599776091,yes
11026962,104194670101026578005,yes
110274317,105430282335808019269,no
110274317,114033498804318726945,yes
1103711,114594750367420132945,yes
1105339124,101425799647266693001,yes
111250165,114336498784577542685,yes
111299146,107261261529904172978,yes
111346294,105430282335808019269,no
111346294,116107647520094810407,yes
111365089,109176378325622827515,yes
11146142,102047499972839120935,yes
111547766,105430282335808019269,no
111547766,109509312293327439291,no
111574297,102215632389071981448,yes
111574297,103280308715226250900,no
1116181196,116446880920672935488,yes
111630131,109509312293327439291,no
111630131,112321436183206179371,yes
111906540,104272041413725481008,yes
111906540,116446880920672935488,no
1121228077,116364573814664939928,yes
112395082,100647856267351347722,yes
112425652,109794400648029647180,yes
1127441682,113484622810528407108,yes
112811057,112104413631533445000,yes
112837940,105314805179100401631,yes
112837940,105430282335808019269,no
113377261,105430282335808019269,no
113377261,109364383429853995276,yes
1137416545,103137611862652328570,no
1137416545,108112017920993358784,no
1137416545,115586642450487346662,yes
114021547,103440309171390726257,yes
114021547,105430282335808019269,no
1140997040,115341715960550266238,yes
11439922,105430282335808019269,no
11439922,113527871527958391719,yes
114584876,117047281864319262980,yes
114608244,101452930277163823958,yes
1148004757,105430282335808019269,no
1148004757,114866664100194456461,yes
114805346,105430282335808019269,no
114805346,109509312293327439291,no
114805346,117434529463660013282,yes
115104215,114564735232391431730,yes
115287623,113574596997796803775,yes
11558072,100135051470288626654,yes
11558072,109509312293327439291,no
115969932,104488581621886149854,yes
116183541,108213096689451873594,yes
1162362180,105430282335808019269,no
1162362180,111546419608133101365,yes
116520629,112949810091403026543,yes
116633100,101986131604355855007,yes
116633100,105430282335808019269,no
116670843,107772744220163920272,yes
1167021673,110304595250774044383,yes
1167825566,103137611862652328570,no
1167825566,108112017920993358784,no
1167825566,116959974384612720045,yes
1168248264,105430282335808019269,no
1168248264,115060616177994012205,yes
117306539,108462415114102065825,yes
117306539,109509312293327439291,no
118225604,105430282335808019269,no
118225604,109509312293327439291,no
118225604,114396859900299162207,yes
118263437,105430282335808019269,no
118263437,115674147847398551735,yes
118512736,105430282335808019269,no
118513494,107978380160096210297,yes
118665791,105430282335808019269,no
118665791,109694154032732944373,yes
118703893,108086664421987797702,yes
118703893,114033498804318726945,no
11895822,107060167947623639312,yes
119002233,115136381701717915432,yes
119108690,105430282335808019269,no
119108690,109509312293327439291,no
11911692,105430282335808019269,no
1195321531,105430282335808019269,no
1195321531,105447618533889605908,yes
119750757,104616504868521409231,yes
119892104,104977646470757918801,yes
1198964274,103137611862652328570,no
1198964274,105430282335808019269,no
1198964274,108112017920993358784,no
1198964274,117613805621328827084,yes
120080493,104155726059557282835,yes
1202250084,112978536745205902772,yes
120622217,102607141539550628171,no
120622217,108961866033315876952,yes
120622217,109509312293327439291,no
120828722,116026186160696630563,yes
120828722,116446880920672935488,no
121034344,100776326780455657443,yes
121034344,103440309171390726257,no
121098050,109509312293327439291,no
12120602,105430282335808019269,no
12120602,113194586610707967308,yes
121277918,105430282335808019269,no
121277918,116943355761751775888,yes
121477238,103778019507662430932,yes
12155252,107362229877174887280,yes
12210572,102864458657713853918,yes
12210572,105430282335808019269,no
122291459,110887579161161701909,yes
122304931,103824620952844787347,yes
122319970,111183556586888016488,yes
1226153923,109509312293327439291,no
1226200614,107856156343715332594,yes
122755951,103137611862652328570,no
122755951,108112017920993358784,no
122755951,115993630216297487403,yes
12288862,103715187986919609740,yes
122960074,117770421354960785863,yes
123176192,105430282335808019269,no
123176192,111770845332990422216,yes
123190924,100184119930765497518,yes
123609559,109476347748748256387,yes
123627988,112306718189202968147,yes
123627988,116446880920672935488,no
123658369,103214396245949696806,yes
123658369,105430282335808019269,no
123658369,112949810091403026543,no
12366652,117497877916332506832,yes
123670392,101510626044949377648,yes
123917896,106200818263523911577,no
123917896,110417519704358644063,yes
123920702,103595479011369131205,yes
1239273456,110445383986039347954,yes
123996528,101749898418173919367,yes
123996528,103824620952844787347,no
123996528,109509312293327439291,no
1240205258,105430282335808019269,no
1240205258,117603263710234531988,yes
124367105,103360564180973894852,yes
12445502,105430282335808019269,no
12445502,108458561590769168307,no
12445502,113490792766637193764,yes
1246085378,103127440933398342242,yes
125147999,105430282335808019269,no
125147999,109444940932406951824,yes
125147999,109509312293327439291,no
125186304,108675498341378834063,yes
125378048,105430282335808019269,no
125378048,114806377246597093911,yes
125460362,101222282267811661061,yes
125460362,114819406167599776091,no
125467741,105430282335808019269,no
125467741,106062933544923602073,yes
1255484460,105430282335808019269,no
1255484460,118067319020821062490,yes
1256938118,101178660104070371871,yes
1257235388,103137611862652328570,no
1257235388,104754392512562961312,yes
1257235388,105430282335808019269,no
1257235388,108112017920993358784,no
12629322,104591578693228050556,yes
12629322,105430282335808019269,no
12629322,109509312293327439291,no
126725681,109509312293327439291,no
126725681,118139223707127918588,yes
126908122,108158664333908841442,yes
12695452,110499139188197749283,yes
127166085,110336995827604500117,yes
1271882239,109509312293327439291,no
12720962,110416553322584090205,yes
1272783187,111152568113324719513,yes
127364215,105430282335808019269,no
127364215,107542278607813585565,yes
127364215,109509312293327439291,no
1275758317,106891423262610787719,yes
127599588,105650985223206084039,yes
127666792,103778019507662430932,no
127666792,106813034356634096769,yes
127836319,106840494431728051523,yes
1278642564,103824620952844787347,no
1278642564,106353856921991801892,yes
128274390,103403744860592140085,yes
128274390,116446880920672935488,no
128447271,104943457973655616100,no
128447271,112417699527936883478,yes
128521087,103161885527712524213,yes
128521087,105430282335808019269,no
12916842,105430282335808019269,no
12916842,106200818263523911577,no
12916842,113527871527958391719,no
129310372,105430282335808019269,no
129310372,106753963928734086774,yes
129749845,106617143974380071693,yes
129754575,106753963928734086774,no
129754575,107434805042097305645,yes
129805534,105430282335808019269,no
129928734,105430282335808019269,no
129928734,106045226742134389071,yes
129942449,111383830362000697664,yes
130198436,105430282335808019269,no
130198436,115938608079104432416,yes
130326727,108694424499549788426,yes
130326727,109509312293327439291,no
130452582,105430282335808019269,no
1305214326,104113112724339087671,yes
131074970,105430282335808019269,no
131074970,115012170870990469366,yes
131292503,103380723270558747370,yes
131292503,105430282335808019269,no
131573256,116857533990320962319,yes
1317469273,117784250724352038153,yes
132024311,109509312293327439291,no
13250162,114563017358986237591,yes
132554404,104862587333882555986,yes
1325718680,105230982889772124241,yes
1325718680,105430282335808019269,no
1325718680,115091689717966155777,no
1328030910,105430282335808019269,no
1328030910,118352226204014466728,yes
1328131759,112363205342301864693,yes
132816376,111716996115370432322,yes
1328950386,102626059453150557519,yes
133063542,108008040744388103747,yes
1337616697,103925393654927876649,yes
1338717722,105182465317244957464,yes
1338717722,116446880920672935488,no
1339143727,115464551291146928654,yes
1340313366,105430282335808019269,no
13408952,103824620952844787347,no
134312070,110062554855255771314,yes
1344281461,100251005005786641630,yes
1345041044,100251005005786641630,yes
1345904840,105430282335808019269,no
1345904840,109509312293327439291,no
1348932332,103824620952844787347,no
1348932332,118434441130463723159,yes
13490392,103645199061549801616,yes
134915984,100278271148007975314,no
134915984,109272497991102482485,yes
135499482,105430282335808019269,no
135499482,112385574202608999682,yes
135556407,102498512778716607900,yes
135959083,103137611862652328570,no
135959083,108112017920993358784,no
1362438692,103137611862652328570,no
1362438692,108112017920993358784,no
1362438692,109509312293327439291,no
1362438692,111376788961842401667,yes
1365317814,104874826506296604338,yes
1365317814,109509312293327439291,no
136546635,105430282335808019269,no
136546635,115741560667109492063,yes
136794679,103979084229391011399,yes
136794679,105430282335808019269,no
137076269,100744990551889873296,yes
1374740606,103824620952844787347,no
1374740606,109509312293327439291,no
1374740606,116079165718821852720,yes
137488661,100376607128316403595,yes
137488661,109509312293327439291,no
137488661,116446880920672935488,no
1375474776,105430282335808019269,no
1375474776,109509312293327439291,no
1375474776,117252445269352853758,yes
137564003,102553211492539395820,yes
1376972563,109509312293327439291,no
1376972563,110069255762323952835,yes
1377161760,103137611862652328570,no
1377161760,108112017920993358784,no
1377161760,112095939767738957394,yes
1377489306,113574596997796803775,yes
13783832,102108358328561720457,yes
13783832,112321436183206179371,no
13783832,117803442319829911430,no
13817002,104114532793841519407,yes
13817002,113845744677770126857,no
13844452,100280588244912265639,yes
1393148821,106458079667148038483,yes
139620767,115091689717966155777,no
139786721,105430282335808019269,no
139786721,112932651924820109190,yes
139845641,105430282335808019269,no
139845641,113610498676578367577,yes
139845641,116107647520094810407,no
14031032,105430282335808019269,no
14031032,106433738965097225893,no
14055855,105430282335808019269,no
14055855,115720057774485766996,yes
14058789,110352666016032795837,yes
14058789,116446880920672935488,no
14059122,104943457973655616100,no
14059122,115798387068830268900,yes
14060395,100004293394044535201,no
14060395,105430282335808019269,no
14060395,113327206544036139984,yes
14075593,101672040498421332576,no
14075593,103824620952844787347,no
1413689431,110148790887651159926,yes
14146688,116224559684223365991,yes
14162993,117913040977298196616,yes
141697715,103863555758424510771,yes
1418145350,106622061842327906823,yes
1420594950,105430282335808019269,no
1420594950,117838766625923764044,yes
142357414,101777750434827869592,no
14243614,103094043095401492569,yes
14246324,105430282335808019269,no
142532406,101524893203257742949,yes
142532406,105430282335808019269,no
142532406,116446880920672935488,no
14267083,103137611862652328570,no
14267083,103824620952844787347,no
14267083,108112017920993358784,no
1426895442,109509312293327439291,no
1426895442,116446880920672935488,no
1426895442,116762972415794268212,yes
14275971,109592147884462047372,yes
14282176,105430282335808019269,no
14282176,117062479985385437577,yes
14283071,105430282335808019269,no
14284356,108870745280023112360,yes
14344162,103960558747210527901,yes
14354047,105430282335808019269,no
14354047,108458561590769168307,no
14356041,115560758906447374812,yes
143637218,103824620952844787347,no
143637218,105430282335808019269,no
143637218,106930961577382551511,yes
14373932,103824620952844787347,no
14373932,109509312293327439291,no
143791240,100509467460696324025,yes
143791240,105430282335808019269,no
14383748,101243595661626369025,yes
14384384,101555380149918596583,yes
14395050,101672040498421332576,no
14395050,105430282335808019269,no
14395050,106757627433379357180,no
14401098,103824620952844787347,no
14401098,103925393654927876649,no
14401098,107783869495351298081,yes
14415582,102626562193748412788,yes
14426563,104113973604722676981,no
14426563,104531158019985262951,no
14426563,115560758906447374812,no
14450022,102995652368055752560,yes
14464088,103796849163230029402,yes
14486077,105430282335808019269,no
14486077,110136895585185556683,yes
14486077,113421243570714500516,no
14495581,103824620952844787347,no
14495581,112202956590070433303,yes
1451834906,100400789225959763414,no
1451834906,100579780133475010892,yes
14528636,103214396245949696806,yes
14528636,112821711310129253059,no
1454445810,113977352108297363864,yes
1454446140,111051088388242075351,yes
1455139224,101524893203257742949,yes
1455139224,116446880920672935488,no
14555015,101443852421885312521,yes
14555522,114976750587174038893,yes
1456497228,116380438656538723773,yes
14575608,101835622719793877752,yes
145801334,103137611862652328570,no
145801334,108112017920993358784,no
145801334,109509312293327439291,no
145801334,114518511472541663195,yes
14589578,108019985457739759598,yes
14599941,103174182913740634413,yes
14601495,116017045544741761540,yes
14617734,111759489448401249109,yes
1465314074,107943571138835811893,yes
1465314074,114033498804318726945,no
1469945528,102460755082825750037,yes
1469945528,103824620952844787347,no
1469945528,115186951323614254829,no
14702283,103137611862652328570,no
14702283,105384160938082014068,yes
14702283,106753963928734086774,no
14702283,108112017920993358784,no
14702877,100014235058738918682,yes
14703612,100211028688654466953,yes
147152868,118216684832440703534,yes
147179402,100982186693797424043,yes
147179402,109509312293327439291,no
147188334,104616504868521409231,no
147188334,111818507844153209579,yes
1471911840,112288183152943072567,yes
14752902,107456028442898606456,yes
14753572,109176378325622827515,yes
147584862,105287780333352964888,yes
147651585,113748508666084208394,yes
14770014,109055256906992962724,yes
14770014,115186951323614254829,no
1477415424,100818534861585424082,no
1477415424,104531158019985262951,no
1477415424,106486030401322729001,yes
1477415424,115560758906447374812,no
1477589827,118240426448209335770,yes
14777901,107428407420067864857,yes
14811282,104313404940680613358,yes
14825905,109509312293327439291,no
1484848490,112198481732086633549,yes
14872347,106276872670263810712,yes
14907590,103824620952844787347,no
14907590,111723775911616857320,yes
149177187,107066494861640683685,yes
149244203,106906994278263339891,yes
1493513754,103324960128007532478,yes
149566402,109509312293327439291,no
149566402,110794278002755650703,yes
149566402,116446880920672935488,no
1495666537,104313404940680613358,no
1495666537,113506460838525088932,yes
149687680,106585166218534659049,yes
14969240,105171835340491629447,yes
14971361,100818534861585424082,no
14971361,103137611862652328570,no
14971361,104113973604722676981,no
14971361,108112017920993358784,no
14971361,114603605511150594719,yes
14976315,100818534861585424082,no
14976315,103824620952844787347,no
14976315,104113973604722676981,no
14976315,109509312293327439291,no
14976315,115501327070449473501,yes
14979240,105394509503438980582,yes
1498629900,109181691738905701689,yes
14994278,116881367467395416317,yes
14999446,113421243570714500516,no
14999446,117081965793503201262,yes
149996362,105032044931698321644,yes
15011973,103824620952844787347,no
15011973,114957232892261194607,yes
15015974,117588476688692408576,yes
15021113,106763786085182183965,yes
15029897,111191252245191736810,yes
15064002,110893613334930911688,yes
150743033,108458561590769168307,no
150743033,111155421258816420744,yes
150743033,113310832988963585350,no
15110309,108442652641310762222,yes
15110309,110893613334930911688,no
15110706,102023200234540055360,yes
151122175,103137611862652328570,no
151122175,106763786085182183965,no
151122175,108112017920993358784,no
151122175,109863550412034100702,yes
1512156476,107905979197415508079,yes
1512156476,109509312293327439291,no
15124418,117681195656902646645,yes
15133997,114753462394849863717,yes
151427559,109509312293327439291,no
151427559,113372228184276580922,yes
15148645,117778666478337720606,yes
15181835,109509312293327439291,no
15181835,112091801271920083184,yes
1518472362,100400467467798710392,yes
15184922,102108358328561720457,no
15184922,110636808561737733313,yes
15196820,104462556287744693885,yes
15196820,110980459256755539907,no
15196820,111051088388242075351,no
15196820,113527871527958391719,no
15200682,103488312762145240980,yes
152369741,101867719598266894195,yes
15245047,112036622517786488901,yes
15245047,116446880920672935488,no
1526073144,107863475102340659245,yes
1526294354,112641890310022809164,yes
15266931,114413468088125298831,yes
15279023,109120201689835110959,yes
15288106,110194556830701617837,yes
15315351,101059527127788323061,yes
1532295589,114879891095402028642,yes
153239620,114227630146638803267,yes
153257346,109509312293327439291,no
153257346,111694122444093317561,yes
15329992,103414221279840071689,yes
1533504044,103404702183822295146,yes
1533504044,109509312293327439291,no
15346898,105616077193244698739,no
15346898,110087775014878975547,yes
15387369,103667989114536500814,yes
153950930,107947009125825025958,yes
1540903272,104917895682257141282,yes
15417885,117721559992561950311,yes
15423968,113706251296149605261,yes
154364125,103137611862652328570,no
154364125,106763786085182183965,no
154364125,108112017920993358784,no
154364125,112754419437312684129,yes
154371844,118200554615565120956,yes
1543798986,117346703212250952627,yes
15453889,111678586738742267659,yes
15453889,114594750367420132945,no
15453889,114879891095402028642,no
154650374,102112507605755739729,yes
15473855,100818534861585424082,no
15473855,104531158019985262951,no
15473855,106486030401322729001,no
15473855,111820219310667562700,yes
15473855,115560758906447374812,no
15498321,100066913423255844096,yes
155022327,112099324676523472281,yes
15518284,106753963928734086774,no
15518284,109509312293327439291,no
15518284,118020864732444680282,yes
15530220,101904100694394781874,yes
15534471,110980459256755539907,no
15534471,111051088388242075351,no
15534471,113527871527958391719,no
155512965,100278271148007975314,no
155512965,109657897054579729403,yes
155527792,109509312293327439291,no
15575886,103137611862652328570,no
15575886,106763786085182183965,no
15575886,108112017920993358784,no
15575886,108458561590769168307,no
15575886,109634816036694229790,yes
15575886,111155421258816420744,no
15575886,113310832988963585350,no
15621201,105934034152186912306,yes
1563635551,110758693510131874432,yes
156368864,103645199061549801616,no
156368864,111079390840277790518,no
156368864,115798387068830268900,no
156368864,115988543558227008604,yes
15641436,108458561590769168307,no
15641436,109145689298680697938,yes
15641436,111155421258816420744,no
15641436,113310832988963585350,no
15659945,108259069168686449237,yes
15659945,109509312293327439291,no
15663193,104194670101026578005,no
15663193,112263942953812217706,yes
156894607,107020871133576379555,yes
15689576,111117774266663371875,yes
157430117,104488581621886149854,no
1575278443,103137611862652328570,no
1575278443,106763786085182183965,no
1575278443,108112017920993358784,no
1575278443,110043971310031059233,yes
15756473,105269031016579344766,yes
15767062,117898640708637507152,yes
15769385,112704246109890383272,yes
15789462,115257834527270797808,yes
157935956,115149806518057814050,yes
15796140,102708808976362305009,yes
15796140,109509312293327439291,no
15810465,109509312293327439291,no
15811757,108055712925121101744,yes
15820668,116446880920672935488,no
15830824,105004766062555879320,yes
15830824,106753963928734086774,no
1584389468,115470154259705964671,yes
